W,148820,148885
W,505000,505090
W,573872,573940
W,757846,757945
W,905780,905801
W,598614,598696
W,791040,791079
W,851316,851396
W,241,260
W,254460,254467
W,942947,942977
W,810037,810044
W,127321,127350
W,55527,55531
W,491831,491917
W,673544,673559
W,411140,411201
R,47033,47080
W,32466,32528
W,105293,105348
W,383414,383491
W,881276,881337
R,632313,632347
W,682529,682591
W,127109,127200
W,916887,916974
W,810251,810303
W,189128,189206
W,756616,756662
W,75340,75345
W,486165,486255
R,666511,666568
W,93477,93559
W,779395,779465
W,305312,305324
W,566013,566105
W,415641,415651
W,734279,734283
W,686418,686421
R,962242,962314
R,70330,70366
W,347878,347879
W,819006,819013
W,207978,207999
R,938262,938275
W,369130,369133
R,859175,859194
R,344450,344545
W,966519,966555
W,292632,292725
W,635916,635935
R,102581,102639
W,897675,897769
W,315892,315917
R,291060,291102
R,132234,132237
W,73212,73254
W,740879,740894
W,636966,636975
R,369256,369350
W,408626,408668
R,320671,320692
W,470888,470983
W,276970,277026
W,795657,795702
R,767640,767683
R,453447,453540
W,462435,462499
W,203640,203641
R,618735,618736
W,768634,768697
W,156221,156291
R,678179,678255
W,761995,762023
R,120832,120920
W,256576,256629
R,396235,396246
W,283397,283472
W,595410,595414
W,305604,305638
R,249047,249139
W,414830,414859
W,573982,574045
W,410805,410868
R,778550,778629
R,371804,371867
W,697032,697070
W,139533,139600
W,472666,472708
W,694695,694727
W,60223,60253
R,52406,52468
R,471529,471617
W,526828,526835
W,686296,686370
W,6424,6429
W,999685,999772
W,727100,727123
W,287924,287935
W,330196,330213
W,897201,897245
R,708828,708880
W,910392,910436
W,388875,388955
W,220160,220180
W,586530,586535
R,234030,234039
R,56991,57055
W,610780,610841
W,512119,512148
W,353071,353117
W,516124,516219
W,929759,929852
R,490202,490272
R,265872,265877
R,3875,3940
W,786679,786747
W,396515,396607
W,339504,339515
W,794790,794822
R,325144,325147
W,368704,368725
W,187785,187805
W,735602,735633
W,254639,254674
R,44503,44596
R,460931,461003
W,809002,809099
R,118124,118133
W,765441,765482
W,440640,440648
R,754828,754911
R,180390,180439
W,871092,871185
R,434844,434900
R,541076,541096
W,441784,441844
R,260988,261011
W,783493,783503
W,248774,248803
W,659621,659695
W,859095,859108
W,118245,118318
W,674882,674952
R,221558,221641
R,518153,518220
R,628512,628541
W,809749,809804
R,585431,585434
W,395581,395678
W,76457,76533
W,774802,774859
W,213458,213531
W,759966,760001
R,628989,629079
W,833933,833986
R,455603,455605
W,652763,652829
W,953325,953373
W,847780,847806
W,703419,703501
R,384092,384098
W,726460,726556
W,441195,441267
R,260107,260174
W,356358,356412
W,151217,151220
R,24565,24570
R,653877,653884
W,972093,972135
W,216525,216569
W,176936,176969
W,747309,747347
W,263741,263794
R,686646,686692
W,921507,921548
W,3111,3125
R,513935,514008
W,330051,330135
W,246795,246798
W,168844,168922
W,168315,168323
W,597878,597940
R,150071,150131
R,805894,805967
R,932423,932427
R,292735,292750
W,355810,355883
W,269840,269889
W,310764,310854
W,977327,977404
W,262447,262515
W,721387,721427
R,20684,20758
W,680725,680783
R,289778,289846
W,529272,529306
W,971866,971887
W,329443,329539
W,586146,586218
W,353356,353447
R,330659,330733
W,816359,816415
W,363193,363255
W,782785,782845
R,1013,1027
W,125848,125941
W,480413,480507
R,778617,778691
W,548877,548919
W,173834,173851
W,157402,157413
W,796661,796721
W,265759,265788
W,990847,990919
W,537870,537925
W,189989,190067
R,844741,844816
W,661127,661219
W,360942,361037
W,411636,411697
W,228302,228304
W,941357,941425
W,627815,627865
R,249195,249284
R,944945,945037
W,448180,448254
W,508899,508979
W,958004,958021
W,927986,928049
W,252686,252774
R,609689,609698
W,10970,10995
W,386625,386702
R,389262,389350
R,465313,465396
R,710487,710520
R,473725,473777
R,565919,565954
W,190774,190785
W,43121,43213
W,945297,945329
R,984312,984388
W,670889,670948
R,306098,306104
W,133957,134005
W,764068,764073
W,43472,43527
W,631221,631316
W,585883,585892
R,813298,813318
R,700405,700431
R,935515,935614
R,900162,900217
R,585503,585567
R,757692,757773
R,648400,648446
W,458670,458686
W,655207,655255
W,543443,543525
W,812962,812970
W,352320,352365
W,512399,512497
R,118847,118879
W,733753,733755
R,193343,193384
R,311255,311294
W,767550,767621
R,835192,835200
W,354980,355070
W,672318,672374
W,412227,412231
W,190494,190533
R,123366,123401
R,616014,616079
W,456476,456531
R,496031,496039
W,862109,862188
R,262243,262308
W,826573,826607
W,471383,471387
R,625532,625561
W,376687,376703
W,146884,146902
W,640120,640145
W,624716,624810
R,887900,887968
R,240291,240319
W,238187,238210
R,462899,462986
W,564918,564920
W,5638,5677
W,999881,999883
W,510088,510092
W,111903,111964
R,673591,673629
W,436264,436355
W,247959,247973
W,533348,533356
W,658681,658777
R,436035,436082
W,394838,394902
W,581376,581459
R,885039,885076
R,611604,611651
W,40305,40337
W,964119,964130
R,48718,48789
W,421050,421137
W,924564,924635
W,161379,161413
R,590205,590304
W,503563,503656
W,628605,628681
W,753430,753450
R,176898,176956
W,634423,634452
W,682222,682249
W,346878,346892
W,165758,165801
W,76169,76240
W,777795,777849
R,169233,169254
W,525304,525386
W,881872,881945
W,335172,335184
W,854610,854651
W,899217,899251
W,331790,331859
R,984544,984618
W,880493,880592
W,948712,948763
W,995855,995936
W,154015,154016
W,704460,704553
R,696846,696911
R,644300,644398
W,688543,688604
W,793347,793349
R,817364,817412
R,452629,452687
W,486531,486608
R,561645,561727
R,856368,856460
W,827487,827572
R,517140,517201
R,708131,708172
W,134267,134306
W,564942,565033
W,86795,86854
W,506795,506841
W,101806,101889
R,644987,645034
W,541001,541017
R,831604,831619
W,68492,68531
R,556140,556167
W,110874,110888
W,138634,138720
R,136809,136865
W,862036,862092
W,490345,490414
W,559546,559633
R,97533,97534
R,838586,838617
W,495630,495724
W,340872,340880
W,226257,226294
W,758184,758207
W,742388,742436
R,359168,359207
W,778556,778596
W,470969,471034
W,915861,915904
W,400878,400954
R,866514,866562
R,445987,446022
W,186941,187036
W,109975,110014
W,513535,513633
W,565894,565956
W,502222,502271
W,683922,683932
W,890978,891001
R,984169,984226
W,93479,93499
W,113109,113188
W,233734,233739
W,4507,4519
W,934945,934965
W,197706,197707
R,846108,846115
W,234301,234393
W,807381,807425
R,765348,765409
W,582811,582881
W,677179,677243
W,92051,92145
W,272871,272940
W,658851,658889
W,660027,660047
W,120342,120353
W,124548,124637
W,454903,454937
W,377233,377289
R,821976,822000
R,480552,480645
W,723413,723414
W,764207,764252
R,253217,253265
W,283522,283587
W,929545,929641
W,87557,87587
R,673163,673257
W,36685,36772
W,765748,765795
W,411469,411489
W,787046,787126
W,887667,887735
W,723927,723946
W,712576,712635
W,633541,633603
W,570736,570758
W,242969,243059
R,555819,555839
W,134170,134214
W,223998,224066
W,757241,757284
W,988367,988455
W,685447,685464
W,356534,356578
W,663233,663317
W,146585,146660
W,953845,953885
W,540596,540685
W,21279,21300
W,585474,585561
W,210468,210469
W,136382,136446
R,380150,380204
R,970034,970083
W,419344,419419
R,745022,745098
W,967972,967975
R,512649,512665
W,593517,593545
W,219529,219568
R,339773,339855
W,88978,88994
W,563563,563570
W,479441,479473
W,24292,24335
W,962136,962212
R,118906,118949
W,271994,272033
R,373741,373821
W,824495,824549
W,552236,552252
W,21954,22040
W,344043,344142
R,417654,417733
W,570504,570556
W,586200,586249
W,781897,781932
W,707390,707489
W,961871,961911
R,745295,745330
W,972833,972868
W,852271,852293
W,983627,983655
W,769589,769598
W,308361,308431
R,35109,35170
W,114659,114730
W,512710,512745
W,414618,414671
W,80373,80470
W,174135,174159
W,698733,698737
W,638433,638460
W,661209,661241
W,979237,979242
R,849413,849482
W,597150,597228
W,582428,582454
W,808570,808619
W,122884,122922
W,231013,231093
W,238490,238521
R,904143,904239
R,753894,753947
W,246534,246562
R,470721,470814
W,709169,709254
R,249217,249239
R,145298,145353
W,27252,27276
W,417370,417458
W,243349,243405
R,581420,581437
W,987624,987654
W,795012,795086
R,789982,790066
R,167810,167861
R,533218,533267
W,85962,85964
W,81742,81838
R,745696,745741
W,412453,412488
R,726196,726285
R,242671,242692
R,854200,854251
W,446255,446300
W,761397,761411
R,509686,509688
W,666848,666885
R,501750,501819
W,479448,479521
W,199608,199648
R,440372,440420
W,808720,808811
W,637860,637898
W,695539,695589
R,757145,757229
W,216385,216436
W,807725,807777
W,777603,777654
W,475856,475890
R,456208,456273
W,729508,729604
R,68773,68793
R,256354,256433
R,873579,873673
W,173587,173683
W,811776,811777
W,16491,16552
W,831261,831292
W,393048,393098
W,354718,354776
R,699491,699568
R,531693,531728
R,920851,920871
W,178814,178880
W,505633,505692
R,861210,861300
W,897412,897416
W,930832,930882
W,331743,331834
W,619125,619196
W,138175,138272
W,274388,274485
R,330585,330674
R,804153,804169
W,258944,259015
W,421278,421294
W,766285,766353
W,774245,774257
W,838725,838799
W,686445,686455
W,262228,262306
R,509078,509132
W,40898,40900
W,138496,138509
W,977702,977790
W,819798,819807
R,579206,579304
R,412421,412513
W,599082,599122
W,703349,703390
R,955714,955812
R,836829,836916
R,941429,941442
W,955546,955629
W,287809,287835
R,8994,9057
R,773852,773859
W,284657,284734
R,507303,507396
W,332220,332294
R,145361,145419
W,373017,373043
R,485182,485236
W,315528,315566
R,480035,480078
W,219325,219389
R,511441,511456
W,155895,155934
W,664257,664309
W,352234,352300
W,402125,402206
W,904744,904791
W,777203,777207
W,977193,977227
R,249770,249778
W,435210,435272
R,518682,518694
R,358696,358790
W,269262,269310
W,946974,946975
W,236158,236223
W,887139,887207
R,784480,784496
W,738778,738831
R,164891,164930
W,878697,878745
W,707190,707289
W,976159,976177
W,578391,578488
W,865265,865328
R,391441,391478
W,211370,211466
W,865869,865957
W,238167,238201
W,322054,322069
W,550392,550446
W,114741,114833
W,691829,691889
W,709911,709920
W,210290,210329
W,353949,353990
W,43328,43423
R,163555,163611
W,501474,501543
W,314182,314249
W,873635,873674
W,115035,115041
W,762908,762969
W,308879,308969
W,481715,481737
W,726189,726288
W,91247,91346
W,582524,582557
W,596621,596631
W,20197,20276
W,730115,730125
W,391396,391409
W,942294,942386
R,864428,864448
R,908711,908770
W,130098,130121
R,303489,303562
W,78438,78527
W,974064,974083
W,17196,17250
R,126197,126278
W,898434,898504
W,866481,866560
R,4071,4086
R,577482,577483
W,484967,484972
W,219989,220007
W,881216,881239
R,733998,734065
W,349801,349828
W,969035,969057
W,65477,65515
W,908477,908487
W,715706,715797
W,422555,422644
R,761367,761385
W,440494,440527
W,344323,344409
W,383957,383970
R,541086,541102
W,616700,616752
W,415861,415908
R,87726,87779
R,673488,673563
W,201512,201536
W,406493,406581
R,525636,525658
R,924710,924720
W,195309,195367
W,431637,431677
W,262095,262175
W,602863,602866
W,768860,768881
W,974719,974763
R,212040,212041
W,471840,471900
W,290019,290052
W,664281,664352
W,88682,88695
R,612604,612669
R,136096,136188
W,17829,17858
R,633354,633428
W,507876,507908
R,359494,359575
W,994702,994754
R,725657,725695
W,440876,440905
W,526715,526798
W,155346,155361
W,264874,264895
W,139297,139388
R,936908,936992
W,470197,470206
R,926727,926737
W,42727,42813
R,589345,589392
W,585843,585913
W,162475,162537
W,581174,581247
W,954640,954705
W,13158,13173
W,766911,766926
W,154347,154423
R,620614,620621
W,269532,269579
W,578318,578417
R,141359,141456
W,332857,332921
R,22173,22203
R,776149,776208
W,872605,872627
W,874723,874799
W,519272,519369
W,715729,715794
W,924009,924039
W,635686,635710
W,903272,903303
W,449940,449979
R,51970,52047
W,622006,622048
R,568949,569001
W,7523,7534
W,257098,257146
W,515388,515402
R,950486,950504
W,338889,338960
W,109268,109272
W,622034,622126
W,779362,779375
W,249964,250040
W,441407,441476
W,849072,849113
W,986454,986510
W,96061,96156
R,700791,700856
R,637071,637081
R,840913,840973
W,526840,526896
R,135,150
R,753086,753131
W,374486,374553
W,545859,545952
W,103254,103265
W,312470,312482
W,888819,888830
W,740488,740513
R,684012,684057
R,257833,257916
W,704633,704690
W,16332,16345
R,630329,630367
W,383841,383887
W,559747,559784
W,806239,806298
W,602474,602503
W,472902,472987
R,880587,880659
W,272816,272833
R,900082,900115
W,474268,474347
R,675604,675607
R,729216,729298
W,816380,816475
W,551720,551724
W,466995,467090
R,11911,11968
W,992019,992085
W,693487,693581
R,278941,278949
W,477176,477250
W,2875,2937
W,866949,867026
R,703957,704027
W,38889,38924
W,380966,381030
W,771377,771406
W,553795,553858
W,673346,673362
W,431538,431634
W,973990,974089
W,586193,586253
W,369675,369717
R,646305,646322
R,439151,439195
W,226757,226790
W,624904,624920
R,497111,497118
W,943173,943177
W,178987,179052
W,918204,918248
W,289440,289484
W,37860,37908
W,106612,106624
R,282826,282905
W,32307,32389
W,461306,461312
W,828953,828975
R,633595,633650
R,876068,876110
R,925778,925815
R,58001,58005
W,874960,875046
W,81248,81262
R,560711,560790
R,65320,65397
W,820701,820794
W,115131,115203
W,501411,501499
W,138197,138234
W,511446,511454
R,35096,35184
W,729178,729277
W,528629,528662
R,546611,546701
W,693455,693471
R,777390,777427
R,352902,352939
W,143123,143197
R,652482,652496
R,489552,489600
W,965822,965903
W,172192,172257
R,323515,323613
R,793229,793244
W,189519,189531
W,242959,243039
W,957421,957498
W,557326,557330
W,394080,394176
W,270171,270251
W,46675,46773
R,995752,995817
W,678325,678348
W,932084,932170
W,253394,253486
R,633928,633945
W,566919,566978
R,813518,813586
W,30045,30106
W,889836,889860
W,197929,198025
W,753083,753172
W,546740,546785
W,334754,334836
W,771383,771385
W,479894,479984
W,733804,733868
W,724920,724983
W,764195,764197
W,188193,188268
W,392305,392321
W,999443,999525
R,642937,642959
R,932720,932810
R,911086,911161
R,154223,154241
W,902823,902865
R,424344,424390
R,315121,315146
W,607921,607924
W,513741,513791
W,731006,731082
R,965396,965438
R,798336,798407
W,492820,492901
W,349681,349728
W,744091,744161
R,185019,185078
R,355747,355778
W,97394,97473
W,128716,128809
R,440227,440296
W,782497,782581
W,709456,709528
W,775247,775283
W,393839,393892
W,96195,96284
R,145401,145494
W,26978,27025
W,50541,50604
W,563150,563159
W,130579,130626
W,329835,329923
W,110057,110123
W,365292,365369
R,475052,475093
W,417761,417788
R,669375,669463
W,809778,809854
R,192075,192083
W,321851,321880
W,343591,343608
W,704893,704973
W,96899,96958
W,318050,318059
W,272311,272347
W,116634,116672
W,309689,309774
W,189223,189288
W,169756,169812
W,240738,240809
W,896484,896495
W,89251,89297
R,706886,706892
W,632163,632246
W,93913,93922
R,216905,216980
W,825939,826029
W,702665,702741
W,646795,646835
W,177203,177220
W,211422,211474
W,357582,357655
W,658653,658662
W,797042,797141
W,56262,56297
W,929402,929409
W,439975,439985
R,121080,121094
W,547240,547306
W,589737,589801
R,504305,504371
W,295992,296054
W,180196,180216
R,833242,833273
W,48547,48600
W,612664,612719
W,870131,870163
W,226739,226772
R,519633,519707
R,738414,738494
R,561991,561993
W,871189,871195
W,667490,667566
W,758381,758454
W,359845,359883
W,530164,530232
R,418725,418764
W,736845,736902
W,737907,737949
W,63411,63474
R,891611,891643
W,294858,294946
R,413350,413383
W,870098,870142
W,401338,401372
W,894885,894913
W,214057,214148
W,298777,298820
R,856408,856489
W,967306,967354
R,170813,170907
W,869390,869417
W,163816,163901
W,121399,121492
R,183693,183777
R,38234,38307
W,746411,746421
W,137342,137398
W,366207,366217
R,335653,335742
W,223779,223839
W,286980,286994
W,95549,95639
R,130253,130345
W,792469,792502
W,710493,710548
W,396308,396315
W,884635,884715
W,589191,589224
W,493190,493215
W,59071,59104
R,560344,560438
W,811646,811708
W,734612,734711
W,743995,744079
R,791267,791349
R,283233,283274
R,905050,905131
W,818610,818643
W,489198,489243
R,907371,907412
W,851380,851475
W,156673,156715
W,863611,863698
W,641614,641628
W,959495,959509
W,359578,359637
W,92920,92932
W,904324,904421
W,191482,191561
W,264311,264370
R,519191,519288
W,873551,873594
W,876075,876148
W,521738,521798
W,713541,713626
R,954504,954560
R,162740,162812
W,808884,808978
R,377983,378013
W,998662,998744
W,27693,27788
W,823270,823362
W,76872,76929
W,215931,216005
W,716272,716351
W,810506,810522
W,608318,608405
W,260171,260225
R,16828,16833
W,492572,492638
R,574884,574983
W,372701,372755
W,883713,883775
W,894352,894431
R,12181,12222
W,962977,963059
W,100448,100504
W,723265,723348
R,818318,818319
W,430652,430699
W,175505,175562
R,647890,647892
W,90893,90932
R,734007,734072
W,865826,865866
W,171160,171198
W,630088,630140
W,811558,811617
W,415199,415250
W,837408,837428
R,184041,184061
W,119182,119257
W,304751,304766
W,415086,415092
W,807608,807683
W,857475,857525
W,785389,785430
W,560095,560139
W,813772,813863
W,524808,524830
W,224247,224320
R,153285,153302
W,113790,113852
W,528266,528345
W,256413,256489
W,44489,44511
W,613115,613193
W,774288,774363
W,193200,193266
R,268095,268132
W,995650,995720
R,194761,194795
W,830780,830799
R,534932,534957
R,961381,961471
W,533579,533584
R,109521,109601
W,300604,300613
W,500124,500166
R,179468,179547
R,846926,847000
W,486039,486069
W,848975,849029
W,77687,77767
W,268565,268598
W,103297,103395
R,627389,627440
W,765735,765775
R,821526,821557
R,45625,45694
R,593446,593453
R,393894,393923
W,941870,941964
W,980423,980514
W,404267,404341
R,227332,227409
W,651786,651881
W,145415,145451
W,432082,432097
R,880012,880109
R,658308,658311
R,513379,513440
W,734723,734812
W,103927,103995
R,698079,698172
R,881312,881321
W,925086,925112
W,219766,219825
W,722999,723073
R,803372,803417
W,671391,671435
W,988193,988227
R,343268,343300
W,352867,352903
R,947916,947954
W,964846,964904
W,793768,793771
R,118818,118821
W,835214,835220
W,291825,291845
W,242424,242480
W,667687,667719
W,628808,628811
R,632725,632763
W,912636,912638
W,166703,166802
W,91831,91907
W,864640,864690
W,790783,790856
W,985402,985479
W,925809,925860
R,49953,49966
R,232109,232123
W,559619,559678
W,614855,614900
W,14064,14126
W,625735,625831
W,210733,210794
W,672806,672865
W,458028,458085
W,263911,263977
W,821172,821229
W,962928,962979
W,103253,103312
W,687999,688070
W,743100,743181
W,995871,995904
W,557236,557293
W,936925,936927
W,462593,462645
W,499642,499666
R,514703,514781
W,944961,945001
W,476758,476791
W,576229,576289
R,294408,294442
W,384997,385023
W,624732,624800
W,221505,221524
R,466474,466522
R,687071,687089
W,250978,251074
R,57025,57092
W,284731,284779
W,302840,302932
W,626807,626815
W,829166,829247
R,173794,173883
R,264430,264431
W,347584,347608
W,47666,47711
W,864749,864832
R,678184,678230
W,696589,696636
R,737947,738003
W,137182,137184
R,660588,660670
W,68238,68286
W,334387,334392
W,442207,442278
W,382619,382624
W,202955,203029
W,30118,30191
W,149693,149764
W,540673,540716
W,171967,172003
W,849092,849165
W,229012,229013
R,766366,766460
W,973924,973957
W,19370,19449
R,946252,946268
R,547757,547798
W,288213,288291
W,237247,237339
W,769624,769658
R,676213,676250
W,187723,187817
W,799815,799837
W,600288,600381
W,923914,923946
R,625278,625288
R,255414,255440
R,418592,418602
W,855645,855663
R,80907,80986
W,662472,662554
W,206930,206946
W,594603,594669
R,244228,244229
W,441087,441183
W,979774,979858
W,289396,289465
W,871005,871066
W,943224,943308
W,425179,425219
W,309971,309988
R,121858,121920
R,867848,867871
W,17779,17869
W,313610,313696
R,219048,219105
W,695696,695723
W,862776,862838
W,226617,226618
R,609119,609133
W,947099,947157
W,770863,770953
W,824498,824585
W,480403,480492
R,469620,469692
W,744478,744518
R,344972,345051
W,498733,498773
W,241106,241190
W,946743,946812
W,941712,941716
R,742056,742077
R,863912,863923
R,150676,150697
W,347104,347191
W,159185,159196
R,252384,252413
W,279030,279124
W,413661,413695
R,524621,524647
R,554710,554766
W,341480,341522
W,317618,317685
W,119323,119365
W,592593,592680
W,545495,545583
W,150257,150258
W,365047,365050
W,516352,516449
W,807828,807868
W,713279,713290
W,211238,211302
W,41035,41125
W,636723,636744
R,694649,694661
W,90523,90616
W,137427,137451
W,973704,973726
R,435241,435326
W,522296,522338
W,961160,961171
W,362958,363046
W,997396,997447
W,212044,212050
R,108179,108222
R,37444,37477
R,283018,283117
R,787881,787960
W,391564,391579
W,130452,130466
W,54188,54236
W,424316,424341
R,97304,97322
W,449178,449198
W,261859,261907
W,669081,669141
W,403986,404029
W,130884,130944
W,798000,798061
R,859280,859308
R,869391,869489
R,224743,224801
W,815055,815098
W,25292,25371
W,21931,21936
W,623213,623258
W,900393,900431
W,795141,795146
W,62485,62550
W,664009,664071
W,13918,13981
R,834271,834346
R,592066,592107
R,108301,108314
W,239107,239155
W,259917,259938
R,488032,488040
W,393817,393910
W,246249,246336
W,155430,155517
W,256330,256411
W,552424,552494
W,700536,700610
W,48227,48258
W,666203,666263
W,332089,332153
W,842396,842426
W,237352,237444
W,303716,303802
W,291997,292035
W,983849,983932
R,303283,303303
R,942869,942886
R,793660,793746
W,522762,522799
W,585288,585336
W,984897,984961
W,811452,811479
W,198877,198937
W,415941,415974
W,721555,721560
R,661191,661248
W,86210,86225
W,559215,559232
R,332192,332206
W,750857,750906
R,269401,269463
W,13247,13318
W,301586,301639
W,807577,807674
R,38479,38544
W,399463,399473
W,26110,26178
W,509127,509153
W,432902,432947
W,834920,834983
W,515719,515771
W,711996,712069
W,399846,399874
W,59374,59469
W,896772,896860
R,600962,601045
W,459029,459032
W,434961,434979
W,176390,176406
W,910018,910110
W,198733,198793
W,51202,51225
W,858844,858919
W,454811,454906
W,279020,279053
W,130724,130788
R,823568,823578
R,337959,337981
W,352034,352070
W,739690,739742
W,63164,63229
W,932114,932171
R,459452,459460
W,455642,455705
W,184613,184699
R,344208,344236
W,973828,973885
R,313573,313653
W,665955,666022
W,833334,833379
W,507037,507051
W,719372,719464
W,265193,265244
R,284489,284503
R,300465,300486
W,42166,42210
R,10339,10356
R,419039,419126
R,401578,401614
R,91262,91284
R,393361,393437
W,989182,989232
W,567995,568052
R,784442,784463
R,184169,184192
W,231720,231760
W,27588,27649
W,891507,891572
W,298067,298105
W,802804,802839
R,363753,363815
W,101132,101198
W,310262,310336
W,68068,68135
W,200621,200642
W,677040,677081
W,161003,161101
W,73964,74005
R,320074,320147
W,767695,767756
W,192885,192934
R,51022,51047
W,294419,294486
W,590067,590132
W,471776,471848
R,366670,366718
W,308227,308302
R,463369,463413
R,689474,689562
R,647801,647822
R,665216,665245
W,729624,729711
W,767342,767411
R,455834,455889
W,5189,5253
W,351960,352004
W,32764,32789
W,651926,651931
W,596936,596948
R,173828,173888
W,251467,251482
R,979453,979542
W,640672,640762
W,61467,61512
W,645991,645998
R,47945,47951
R,863372,863449
W,9665,9691
W,555653,555661
W,628917,629001
W,846919,846987
W,620716,620737
R,298918,298943
W,67366,67395
R,508542,508595
W,957295,957307
W,186356,186361
W,31031,31058
W,572701,572774
R,752411,752417
R,233450,233532
W,735070,735164
R,91313,91339
R,762038,762080
W,901687,901746
R,680905,680916
W,117976,118012
W,917629,917635
R,941714,941794
W,897405,897419
W,204473,204515
W,72959,72977
W,840095,840104
R,500808,500885
W,357306,357352
W,962846,962897
W,967766,967855
W,867754,867785
W,697108,697168
W,794543,794624
W,885850,885923
W,422133,422157
W,373352,373390
W,559322,559350
R,669430,669509
R,376674,376695
W,337038,337123
W,63042,63126
R,548570,548575
R,357669,357711
W,767472,767568
R,170934,170979
W,463970,464011
W,352361,352374
W,703611,703680
R,203488,203559
W,615179,615189
W,635677,635732
R,230468,230514
W,76044,76065
W,795077,795137
W,7313,7382
W,9644,9706
W,410730,410803
W,549570,549639
W,475778,475832
W,13448,13451
W,707355,707450
R,674031,674123
W,127439,127487
W,303878,303917
W,531292,531349
R,595115,595161
R,191072,191123
W,509057,509145
W,838502,838577
W,338016,338077
W,99372,99389
W,720922,720927
W,479675,479718
W,970695,970699
R,736398,736436
W,587640,587693
W,974511,974589
W,691921,691999
W,700901,700945
R,915571,915670
W,217029,217091
W,396718,396795
W,853799,853880
W,104432,104474
W,367057,367141
W,817920,817996
W,7074,7166
W,92470,92472
W,418499,418558
W,935014,935077
R,643381,643423
R,207043,207073
R,931707,931728
W,695876,695973
R,293091,293172
W,649027,649076
R,485893,485955
R,843575,843647
W,946332,946430
R,835948,836046
W,184969,185002
W,295847,295892
R,177475,177520
W,419485,419581
W,61681,61770
W,342980,342985
R,640840,640884
W,93498,93573
W,649626,649656
W,341328,341393
W,111505,111573
W,412403,412407
W,637597,637633
W,950681,950728
R,425661,425729
R,305171,305251
R,538280,538302
R,404896,404951
W,339763,339808
W,149375,149434
W,973921,973981
W,482174,482235
R,674070,674100
W,978212,978306
R,981563,981662
W,345491,345583
R,149057,149136
R,205547,205608
W,381253,381270
R,615179,615269
R,986127,986158
R,349251,349345
W,492374,492402
R,371629,371721
W,626561,626659
R,535087,535164
W,475083,475168
W,526813,526893
R,681625,681706
W,93481,93486
W,219744,219795
W,389641,389676
W,105624,105698
W,585705,585752
W,543045,543086
R,425218,425273
W,977233,977319
W,531894,531959
W,172595,172659
W,586966,587018
W,978004,978014
W,1857,1933
W,532212,532218
W,180910,180992
R,886991,887055
W,592483,592550
R,686115,686132
W,807553,807588
W,349689,349781
W,790865,790914
W,578377,578465
W,601660,601719
R,30280,30334
W,818795,818888
R,298989,299079
W,789017,789022
W,763449,763528
R,182169,182251
W,828820,828883
W,538068,538070
W,567322,567367
W,566036,566114
W,428600,428619
W,776920,776925
R,159493,159510
W,740719,740787
R,189012,189102
W,160577,160619
R,759848,759915
R,109787,109839
W,561914,561986
R,9442,9535
W,457845,457897
W,309182,309248
R,564571,564594
W,130759,130832
R,329334,329425
W,126787,126849
W,379162,379221
R,19186,19196
W,33901,33922
W,76590,76610
R,378620,378686
W,689348,689356
R,427286,427347
W,32142,32154
W,439670,439739
W,7475,7500
W,832684,832759
R,721493,721521
R,390983,391052
W,988352,988384
W,105291,105300
W,597880,597891
W,628104,628184
W,458514,458601
W,771472,771527
R,806916,806999
